['/home/vitaly/work/DsjInc/tuples/signt/dsjinc_sigmc_tydsst0_st1_ex55.root']
2617687 Dsj candidates
(55, 11)
(55, 11, -431, 2)
0 events
(55, 14)
(55, 14, -431, 1)
(55, 46)
(55, 46, -431, 2)
(55, 49)
(55, 49, -431, 0)
(55, 53)
(55, 53, -431, 0)
(55, 54)
(55, 54, -431, 0)
(55, 79)
(55, 79, -431, 1)
(55, 85)
(55, 85, -431, 1)
(55, 93)
(55, 93, -431, 1)
(55, 94)
(55, 94, -431, 0)
(55, 103)
(55, 104, -431, 0)
(55, 116, -431, 0)
(55, 116, -10431, 0)
(55, 119, -431, 1)
(55, 123, -431, 2)
(55, 125, -431, 1)
(55, 125, -10431, 10)
(55, 126, -431, 0)
(55, 126, -10431, 11)
(55, 130, -431, 1)
(55, 135, -431, 2)
(55, 135, -10431, 11)
(55, 140, -431, 0)
(55, 152, -431, 2)
(55, 152, -10431, 10)
(55, 156, -431, 1)
(55, 156, -10431, 1)
(55, 157, -431, 2)
(55, 157, -10431, 0)
(55, 164, -431, 1)
(55, 164, -10431, 1)
(55, 165, -431, 2)
(55, 165, -10431, 1)
(55, 178, -431, 0)
(55, 178, -10431, 0)
(55, 179, -431, 2)
(55, 180, -431, 2)
(55, 185, -431, 1)
(55, 185, -10431, 1)
(55, 193, -431, 2)
(55, 193, -10431, 10)
(55, 197, -431, 1)
(55, 197, -10431, 0)
(55, 202, -431, 1)
(55, 203, -431, 1)
(55, 208, -431, 1)
(55, 208, -10431, 10)
(55, 209, -431, 1)
(55, 211, -431, 2)
(55, 211, -10431, 10)
(55, 222, -431, 1)
(55, 222, -10431, 11)
(55, 234, -431, 0)
(55, 234, -10431, 0)
(55, 244, -431, 0)
(55, 247, -431, 1)
(55, 257, -431, 2)
(55, 257, -10431, 0)
(55, 259, -431, 1)
(55, 259, -10431, 11)
(55, 266, -431, 2)
(55, 266, -10431, 1)
(55, 281, -431, 1)
(55, 290, -431, 1)
(55, 290, -10431, 1)
(55, 306, -431, 0)
(55, 308, -431, 1)
(55, 308, -10431, 10)
(55, 317, -431, 2)
(55, 317, -10431, 11)
(55, 322, -431, 1)
(55, 322, -10431, 11)
(55, 333, -431, 0)
(55, 336, -431, 2)
(55, 339, 10431, 1)
(55, 348, -431, 0)
(55, 352, -431, 2)
(55, 353, -431, 0)
(55, 360, -431, 0)
(55, 360, -10431, 1)
(55, 370, -10431, 1)
(55, 400, -431, 0)
(55, 403, -431, 1)
(55, 403, -10431, 10)
(55, 407, -431, 1)
(55, 407, -10431, 11)
(55, 418, -431, 0)
(55, 425, -10431, 10)
(55, 426, -431, 0)
(55, 426, -10431, 10)
(55, 432, -431, 0)
(55, 447, -431, 0)
(55, 447, -10431, 1)
(55, 456, -431, 0)
(55, 456, -10431, 11)
(55, 457, -431, 0)
(55, 457, -10431, 1)
(55, 465, -431, 0)
(55, 465, -10431, 11)
(55, 499, -431, 0)
(55, 501, -431, 2)
(55, 501, -10431, 0)
(55, 505, -431, 1)
(55, 505, -10431, 10)
(55, 509, -431, 0)
(55, 509, -10431, 10)
(55, 510, -431, 2)
(55, 514, -431, 0)
(55, 514, -10431, 1)
(55, 522, -431, 2)
(55, 523, -431, 1)
(55, 523, -10431, 1)
(55, 526, -431, 2)
(55, 526, -10431, 1)
(55, 530, -431, 1)
(55, 531, -431, 0)
(55, 531, -10431, 1)
(55, 536, -431, 1)
(55, 536, -10431, 10)
(55, 542, -431, 1)
(55, 542, -10431, 1)
(55, 555, -431, 1)
(55, 555, -10431, 1)
(55, 568, -431, 2)
(55, 568, -10431, 10)
(55, 575, -431, 1)
(55, 575, -10431, 10)
(55, 576, -431, 0)
(55, 576, -10431, 1)
(55, 586, -431, 0)
(55, 587, -431, 1)
(55, 593, -431, 1)
(55, 593, -10431, 10)
(55, 596, -431, 1)
(55, 596, -10431, 1)
(55, 598, -431, 0)
(55, 598, -10431, 11)
(55, 605, -431, 0)
(55, 610, -10431, 11)
(55, 611, -431, 1)
(55, 611, -10431, 10)
(55, 625, 431, 0)
(55, 625, -431, 0)
(55, 625, -10431, 1)
(55, 631, -431, 0)
(55, 631, -10431, 0)
(55, 644, -431, 0)
(55, 644, -10431, 0)
(55, 654, -431, 1)
(55, 654, -10431, 11)
(55, 655, -431, 1)
(55, 655, -10431, 10)
(55, 681, -431, 1)
(55, 687, -431, 1)
(55, 691, -431, 1)
(55, 695, -431, 2)
(55, 695, -10431, 10)
(55, 696, -431, 0)
(55, 696, -10431, 0)
(55, 698, -431, 2)
(55, 701, -431, 1)
(55, 724, -431, 0)
(55, 726, -431, 1)
(55, 726, -10431, 10)
(55, 727, -431, 2)
(55, 727, -10431, 0)
(55, 730, -431, 0)
(55, 741, -431, 0)
(55, 743, -431, 0)
(55, 743, -10431, 1)
(55, 747, -431, 0)
(55, 748, -431, 1)
(55, 748, -10431, 11)
(55, 756, -431, 2)
(55, 759, -431, 0)
(55, 774, -431, 0)
(55, 774, -10431, 0)
(55, 781, -431, 1)
(55, 781, -10431, 10)
(55, 782, -431, 0)
(55, 782, -10431, 11)
(55, 783, -431, 0)
(55, 790, -431, 0)
(55, 790, -10431, 11)
(55, 794, 431, 1)
(55, 794, -431, 0)
(55, 794, -10431, 0)
(55, 798, -431, 0)
(55, 798, -10431, 0)
(55, 800, 431, 1)
(55, 800, -431, 0)
(55, 800, -10431, 0)
(55, 803, 431, 0)
(55, 803, -431, 2)
(55, 803, -10431, 10)
(55, 819, -431, 1)
(55, 819, -10431, 11)
(55, 830, -431, 0)
(55, 832, -431, 0)
(55, 835, -431, 1)
(55, 835, -10431, 0)
(55, 855, -431, 0)
(55, 855, -10431, 1)
(55, 867, -431, 0)
(55, 869, -431, 0)
(55, 872, -431, 0)
(55, 872, -10431, 1)
(55, 873, -431, 0)
(55, 877, -431, 1)
(55, 877, -10431, 1)
(55, 881, -431, 1)
(55, 888, -431, 0)
(55, 888, -10431, 1)
(55, 890, -431, 0)
(55, 890, -10431, 1)
(55, 919, -431, 0)
(55, 919, -10431, 0)
(55, 925, -431, 0)
(55, 927, -431, 0)
(55, 927, -10431, 0)
(55, 929, -431, 0)
(55, 929, -10431, 10)
(55, 933, -431, 1)
(55, 940, -431, 2)
(55, 940, -10431, 0)
(55, 969, -431, 0)
(55, 970, -431, 0)
(55, 971, -431, 0)
(55, 971, -10431, 1)
(55, 973, -431, 1)
(55, 973, -10431, 0)
(55, 979, -431, 1)
(55, 1004, -431, 2)
(55, 1004, -10431, 0)
(55, 1012, -431, 1)
(55, 1012, -10431, 11)
(55, 1014, -431, 0)
(55, 1028, -431, 0)
(55, 1028, -10431, 11)
(55, 1029, -431, 0)
(55, 1029, -10431, 0)
(55, 1032, -431, 0)
(55, 1033, -431, 0)
(55, 1033, -10431, 11)
(55, 1039, -431, 1)
(55, 1040, -431, 2)
(55, 1051, -431, 2)
(55, 1051, -10431, 1)
(55, 1055, -431, 2)
(55, 1055, -10431, 1)
(55, 1060, -431, 0)
(55, 1060, -10431, 10)
(55, 1069, -431, 2)
(55, 1069, -10431, 1)
(55, 1074, -431, 0)
(55, 1076, -431, 0)
(55, 1076, -10431, 11)
(55, 1089, -431, 0)
(55, 1093, -431, 0)
(55, 1093, -10431, 10)
(55, 1097, -431, 0)
(55, 1097, -10431, 0)
(55, 1104, -431, 0)
(55, 1104, -10431, 1)
(55, 1117, -431, 0)
(55, 1119, -431, 1)
(55, 1119, -10431, 0)
(55, 1121, -431, 1)
(55, 1121, -10431, 11)
(55, 1124, -431, 0)
(55, 1124, -10431, 11)
(55, 1128, -431, 0)
(55, 1128, -10431, 10)
(55, 1132, -431, 0)
(55, 1132, -10431, 0)
(55, 1141, -431, 1)
(55, 1141, -10431, 10)
(55, 1150, -431, 1)
(55, 1150, -10431, 10)
(55, 1155, -431, 0)
(55, 1155, -10431, 11)
(55, 1168, -431, 2)
(55, 1168, -10431, 10)
(55, 1169, -431, 2)
(55, 1169, -10431, 11)
(55, 1171, -431, 0)
(55, 1183, -431, 0)
(55, 1198, -431, 0)
(55, 1198, -10431, 11)
(55, 1201, -431, 0)
(55, 1204, -431, 1)
(55, 1204, -10431, 1)
(55, 1205, -431, 1)
(55, 1212, -431, 1)
(55, 1218, -431, 0)
(55, 1218, -10431, 11)
(55, 1221, -431, 0)
(55, 1221, -10431, 1)
(55, 1223, -431, 1)
(55, 1223, -10431, 1)
(55, 1231, -10431, 10)
(55, 1237, -431, 0)
(55, 1237, -10431, 0)
(55, 1241, -431, 1)
(55, 1248, -431, 0)
(55, 1250, -431, 1)
(55, 1250, -10431, 10)
(55, 1265, -431, 1)
(55, 1265, -10431, 1)
(55, 1268, 431, 0)
(55, 1268, -431, 0)
(55, 1268, -10431, 1)
(55, 1276, -431, 1)
(55, 1276, -10431, 11)
(55, 1285, -431, 1)
(55, 1285, -10431, 10)
(55, 1287, -431, 1)
(55, 1290, -431, 2)
(55, 1290, -10431, 0)
(55, 1300, -431, 0)
(55, 1300, -10431, 1)
(55, 1317, -431, 1)
(55, 1317, -10431, 10)
(55, 1321, 431, 0)
(55, 1321, -431, 0)
(55, 1321, -10431, 1)
(55, 1323, -431, 0)
(55, 1324, -431, 0)
(55, 1324, -10431, 10)
(55, 1327, -431, 0)
(55, 1327, -10431, 1)
(55, 1329, -431, 1)
(55, 1329, -10431, 0)
(55, 1333, -431, 1)
(55, 1333, -10431, 10)
(55, 1349, -431, 0)
(55, 1349, -10431, 10)
(55, 1350, -431, 2)
(55, 1352, -431, 0)
(55, 1353, -431, 1)
(55, 1353, -10431, 10)
(55, 1355, -431, 2)
(55, 1355, -10431, 10)
(55, 1360, -431, 0)
(55, 1362, -431, 2)
(55, 1368, -431, 0)
(55, 1368, 20433, 0)
(55, 1368, -10431, 11)
(55, 1384, -431, 1)
(55, 1384, -10431, 0)
(55, 1410, -431, 0)
(55, 1410, -10431, 0)
(55, 1419, -431, 0)
(55, 1419, -10431, 0)
(55, 1431, -431, 1)
(55, 1431, -10431, 0)
(55, 1434, -431, 1)
(55, 1434, -10431, 0)
(55, 1435, -431, 1)
(55, 1444, -431, 0)
(55, 1444, -10431, 0)
(55, 1451, -431, 1)
(55, 1451, -10431, 0)
(55, 1454, -431, 2)
(55, 1457, 10431, 1)
(55, 1463, -431, 2)
(55, 1463, -10431, 10)
(55, 1470, -431, 1)
(55, 1470, -10431, 1)
(55, 1489, -431, 0)
(55, 1499, -431, 1)
(55, 1499, -10431, 1)
(55, 1501, -431, 0)
(55, 1501, -10431, 0)
(55, 1515, -431, 0)
(55, 1523, -431, 2)
(55, 1536, -431, 0)
(55, 1536, -10431, 11)
(55, 1537, -431, 2)
(55, 1548, -431, 2)
(55, 1548, -10431, 10)
(55, 1559, -431, 2)
(55, 1559, -10431, 0)
(55, 1578, 10431, 1)
(55, 1581, -431, 0)
(55, 1588, -431, 1)
(55, 1589, -431, 1)
(55, 1589, -10431, 0)
(55, 1590, -431, 0)
(55, 1592, -431, 2)
(55, 1596, -431, 1)
(55, 1596, -10431, 1)
(55, 1599, -431, 0)
(55, 1605, -431, 1)
(55, 1613, -431, 0)
(55, 1613, -10431, 11)
(55, 1619, -431, 0)
(55, 1619, -10431, 11)
(55, 1632, -431, 0)
(55, 1632, -10431, 0)
(55, 1635, -431, 1)
(55, 1635, -10431, 11)
(55, 1640, -431, 2)
(55, 1648, -431, 0)
(55, 1648, -10431, 0)
(55, 1649, -431, 0)
(55, 1649, -10431, 11)
(55, 1660, -431, 0)
(55, 1660, -10431, 1)
(55, 1663, -431, 0)
(55, 1668, -431, 1)
(55, 1668, -10431, 10)
(55, 1674, -431, 2)
(55, 1674, -10431, 11)
(55, 1675, -431, 1)
(55, 1675, -10431, 11)
(55, 1677, -431, 1)
(55, 1677, -10431, 10)
(55, 1695, -431, 1)
(55, 1701, -431, 1)
(55, 1701, -10431, 11)
(55, 1723, -431, 2)
(55, 1723, -10431, 10)
(55, 1740, -431, 2)
(55, 1740, -10431, 11)
(55, 1747, -431, 1)
(55, 1747, -10431, 11)
(55, 1750, -431, 1)
(55, 1752, -431, 1)
(55, 1752, -10431, 10)
(55, 1757, -431, 0)
(55, 1757, -10431, 0)
(55, 1763, -431, 0)
(55, 1763, -10431, 1)
(55, 1773, -431, 2)
(55, 1773, -10431, 0)
(55, 1780, -431, 0)
(55, 1781, -431, 1)
(55, 1785, 10431, 10)
(55, 1787, -431, 1)
(55, 1787, -10431, 11)
(55, 1799, -431, 2)
(55, 1799, -10431, 11)
(55, 1803, -431, 1)
(55, 1803, -10431, 10)
(55, 1805, -431, 0)
(55, 1805, -10431, 0)
(55, 1809, -431, 2)
(55, 1809, -10431, 1)
(55, 1812, -431, 0)
(55, 1812, -10431, 0)
(55, 1816, -431, 1)
(55, 1816, -10431, 11)
(55, 1819, -431, 1)
(55, 1837, -431, 0)
(55, 1839, -431, 1)
(55, 1859, -431, 1)
(55, 1859, 10431, 11)
(55, 1868, -431, 0)
(55, 1868, -10431, 0)
(55, 1879, -431, 1)
(55, 1879, -10431, 0)
(55, 1884, -431, 2)
(55, 1891, -431, 0)
(55, 1891, -10431, 0)
(55, 1898, -431, 1)
(55, 1898, 10431, 11)
(55, 1899, -431, 1)
(55, 1899, -10431, 1)
(55, 1905, -431, 2)
(55, 1905, -10431, 1)
(55, 1906, -431, 0)
(55, 1906, -10431, 10)
(55, 1917, -431, 0)
(55, 1917, -10431, 10)
(55, 1921, -431, 1)
(55, 1921, 10431, 0)
(55, 1922, -431, 2)
(55, 1922, -10431, 1)
(55, 1925, -431, 1)
(55, 1925, -10431, 1)
(55, 1928, -431, 1)
(55, 1951, -431, 2)
(55, 1951, -10431, 11)
(55, 1955, -431, 2)
(55, 1955, -10431, 1)
(55, 1970, -431, 1)
(55, 1970, -10431, 10)
(55, 1978, -431, 1)
(55, 1978, -10431, 0)
(55, 2001, -431, 2)
(55, 2001, -10431, 10)
(55, 2015, -431, 1)
(55, 2015, -10431, 10)
(55, 2016, -431, 0)
(55, 2020, -431, 1)
(55, 2020, -10431, 11)
(55, 2025, -431, 1)
(55, 2025, -10431, 10)
(55, 2035, -431, 0)
(55, 2035, -10431, 0)
(55, 2041, -431, 0)
(55, 2041, -10431, 1)
(55, 2047, -431, 0)
(55, 2047, -10431, 1)
(55, 2052, -431, 1)
(55, 2064, -431, 0)
(55, 2069, -431, 1)
(55, 2069, -10431, 10)
(55, 2073, -431, 1)
(55, 2073, -10431, 1)
(55, 2082, -431, 2)
(55, 2082, -10431, 1)
(55, 2094, -431, 0)
(55, 2100, -431, 0)
(55, 2108, -431, 2)
(55, 2114, -431, 0)
(55, 2119, 431, 1)
(55, 2119, -431, 0)
(55, 2119, -10431, 10)
(55, 2136, -431, 0)
(55, 2137, -431, 1)
(55, 2144, -431, 1)
(55, 2144, -10431, 10)
(55, 2159, -431, 1)
(55, 2169, -431, 0)
(55, 2169, -10431, 0)
(55, 2170, -431, 1)
(55, 2175, -431, 1)
(55, 2183, -431, 0)
(55, 2183, -10431, 10)
(55, 2184, -431, 2)
(55, 2184, -10431, 10)
(55, 2186, -431, 0)
(55, 2186, -10431, 11)
(55, 2189, -431, 1)
(55, 2189, -10431, 10)
(55, 2196, -431, 1)
(55, 2196, -10431, 10)
(55, 2201, -431, 2)
(55, 2203, -431, 1)
(55, 2203, -10431, 10)
(55, 2215, -431, 1)
(55, 2215, -10431, 11)
(55, 2230, -431, 2)
(55, 2230, -10431, 11)
(55, 2237, -431, 0)
(55, 2237, -10431, 11)
(55, 2252, -431, 0)
(55, 2252, -10431, 1)
(55, 2260, -431, 1)
(55, 2260, -10431, 1)
(55, 2273, 431, 0)
(55, 2273, -431, 0)
(55, 2273, -10431, 0)
(55, 2274, -431, 1)
(55, 2274, -10431, 0)
(55, 2278, 10431, 1)
(55, 2282, -431, 0)
(55, 2282, -10431, 0)
(55, 2295, -431, 1)
(55, 2295, -10431, 1)
(55, 2303, -431, 0)
(55, 2303, -10431, 11)
(55, 2309, -431, 2)
(55, 2309, -10431, 1)
(55, 2329, -431, 0)
(55, 2329, -10431, 0)
(55, 2331, -431, 1)
(55, 2331, -10431, 0)
(55, 2349, -431, 1)
(55, 2350, -431, 2)
(55, 2350, -10431, 10)
(55, 2353, -431, 1)
(55, 2354, -431, 1)
(55, 2354, -10431, 10)
(55, 2364, -431, 0)
(55, 2364, -10431, 11)
(55, 2370, -431, 1)
(55, 2370, -10431, 0)
(55, 2380, -431, 0)
(55, 2380, -10431, 0)
(55, 2388, -431, 0)
(55, 2388, -10431, 11)
(55, 2395, -431, 0)
(55, 2403, -431, 1)
(55, 2408, 10431, 0)
(55, 2416, -431, 0)
(55, 2416, -10431, 10)
(55, 2417, -431, 0)
(55, 2417, -10431, 10)
(55, 2419, -431, 0)
(55, 2419, -10431, 10)
(55, 2420, -431, 0)
(55, 2420, -10431, 0)
(55, 2425, -431, 1)
(55, 2425, -10431, 1)
(55, 2429, -431, 1)
(55, 2429, -10431, 0)
(55, 2440, -431, 1)
(55, 2444, -431, 1)
(55, 2444, -10431, 1)
(55, 2445, -431, 2)
(55, 2445, -10431, 1)
(55, 2448, -10431, 11)
(55, 2452, -431, 0)
(55, 2465, -431, 0)
(55, 2465, -10431, 10)
(55, 2470, -431, 1)
(55, 2470, -10431, 1)
(55, 2494, -431, 0)
(55, 2494, -10431, 1)
(55, 2498, 431, 1)
(55, 2498, -431, 0)
(55, 2514, -431, 0)
(55, 2514, -10431, 1)
(55, 2533, -431, 0)
(55, 2534, -431, 1)
(55, 2579, 10431, 0)
(55, 2590, -431, 2)
(55, 2590, -10431, 1)
(55, 2595, -431, 0)
(55, 2595, -10431, 11)
(55, 2601, -431, 1)
(55, 2601, -10431, 10)
(55, 2604, -431, 1)
(55, 2604, -10431, 11)
(55, 2612, -431, 2)
(55, 2613, -431, 2)
(55, 2629, -431, 0)
(55, 2629, -10431, 1)
(55, 2643, 10431, 1)
(55, 2644, -431, 2)
(55, 2650, -431, 0)
(55, 2661, -431, 1)
(55, 2661, -10431, 10)
(55, 2664, -431, 0)
(55, 2664, -10431, 11)
(55, 2669, -431, 0)
(55, 2669, -10431, 11)
(55, 2684, -431, 0)
(55, 2684, -10431, 0)
(55, 2690, -431, 1)
(55, 2690, -10431, 1)
(55, 2695, -431, 0)
(55, 2695, -10431, 1)
(55, 2702, -431, 1)
(55, 2702, -10431, 0)
(55, 2705, -431, 0)
(55, 2705, -10431, 0)
(55, 2707, -431, 0)
(55, 2707, -10431, 10)
(55, 2711, -431, 0)
(55, 2711, 10431, 10)
(55, 2718, -431, 1)
(55, 2718, -10431, 11)
(55, 2727, -431, 1)
(55, 2728, -431, 0)
(55, 2728, -10431, 11)
(55, 2739, -431, 0)
(55, 2739, -10431, 11)
(55, 2748, -431, 0)
(55, 2748, -10431, 0)
(55, 2768, -431, 2)
(55, 2768, -10431, 1)
(55, 2773, -431, 1)
(55, 2773, -10431, 1)
(55, 2793, -431, 0)
(55, 2793, -10431, 1)
